"","Longitude","Latitude","School.ID","Enrollment.x","Grade.Level","src_school_id","school_name","overall_city_rank","ach_city_rank","prog_city_rank","clim_city_rank","cc_city_rank","Serious.Incidents","Total.Suspensions","Count.Native.American.y","Percent.Native.American.y","Count.Asian.y","Percent.Asian.y","Count.Black.y","Percent.Black.y","Count.Hispanic.y","Percent.Hispanic.y","Count.Multirace.y","Percent.Multirace.y","Count.Pacific.Islander.y","Percent.Pacific.Islander.y","Count.White.y","Percent.White.y"
"253",-75.154,39.994,3370,1149,"Tutoring","W70","KIPP Philadelphia Charter School","35th of 71","30th of 70","30th of 71","36th of 72","36th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",-75.154,39.994,3370,1149,"Tutoring","W70","KIPP Philadelphia Charter School","35th of 71","30th of 70","30th of 71","36th of 72","36th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",-75.154,39.994,3370,1149,"Tutoring","W70","KIPP Philadelphia Charter School","20th of 126","38th of 126","17th of 126","23rd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",-75.154,39.994,3370,1149,"Tutoring","W70","KIPP Philadelphia Charter School","20th of 126","38th of 126","17th of 126","23rd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",-75.228,39.976,3383,735,"Middle School","W83","Mastery Charter School at Shoemaker Campus","8th of 71","12th of 70","4th of 71","15th of 72","16th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",-75.228,39.976,3383,735,"Middle School","W83","Mastery Charter School at Shoemaker Campus","8th of 71","12th of 70","4th of 71","15th of 72","16th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",-75.228,39.976,3383,735,"Middle School","W83","Mastery Charter School at Shoemaker Campus","2nd of 33","8th of 33","3rd of 33","8th of 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",-75.228,39.976,3383,735,"Middle School","W83","Mastery Charter School at Shoemaker Campus","2nd of 33","8th of 33","3rd of 33","8th of 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",-75.169,39.945,3341,816,"Elem/Middle","W41","Independence Charter School","14th of 126","11th of 126","38th of 126","13th of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",-75.144,39.964,3310,497,"Elem/Middle","W10","Laboratory Charter School of Communication and Languages","9th of 126","3rd of 126","30th of 126","11th of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",-75.155,40.049,3309,624,"High School","W09","Imhotep Institute Charter High School","37th of 71","36th of 70","34th of 71","31st of 72","45th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",-75.102,39.998,3379,539,"Elem/Middle","W79","Ad Prima Charter School","26th of 126","8th of 126","91st of 126","5th of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",-75.094,40.02,3386,779,"Elem/Middle","W86","Northwood Academy Charter School","25th of 126","12th of 126","67th of 126","20th of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",-75.245,39.917,3378,178,"Elementary School","W78","Philadelphia Montessori Charter School","9th of 61","12th of 61","24th of 61","13th of 62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",-75.213,40.031,6480,275,"Middle School","648","Academy for the Middle Years at Northwest","12th of 33","5th of 33","17th of 33","6th of 33",NA,8,22,0,0,5,0.01818182,243,0.88363636,9,0.03272727,9,0.03272727,0,0,9,0.03272727
"268",-75.116,40.027,3399,NA,"High School","W99","Sankofa Freedom Academy Charter School","21st of 71","38th of 70","13th of 71","29th of 72","15th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",-75.116,40.027,3399,NA,"High School","W99","Sankofa Freedom Academy Charter School","21st of 71","38th of 70","13th of 71","29th of 72","15th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",-75.116,40.027,3399,NA,"High School","W99","Sankofa Freedom Academy Charter School","21st of 71","38th of 70","13th of 71","29th of 72","15th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",-75.116,40.027,3399,NA,"High School","W99","Sankofa Freedom Academy Charter School","21st of 71","38th of 70","13th of 71","29th of 72","15th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",-75.116,40.027,3399,NA,"High School","W99","Sankofa Freedom Academy Charter School","47th of 126","43rd of 126","62nd of 126","44th of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",-75.116,40.027,3399,NA,"High School","W99","Sankofa Freedom Academy Charter School","47th of 126","43rd of 126","62nd of 126","44th of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",-75.116,40.027,3399,NA,"High School","W99","Sankofa Freedom Academy Charter School","47th of 126","43rd of 126","62nd of 126","44th of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",-75.116,40.027,3399,NA,"High School","W99","Sankofa Freedom Academy Charter School","47th of 126","43rd of 126","62nd of 126","44th of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",-75.141,39.983,5350,479,"Elem/Middle","535","William McKinley School","106th of 126","94th of 126","118th of 126","77th of 126",NA,33,71,2,0.00417537,7,0.01461378,174,0.36325678,267,0.55741127,21,0.04384134,0,0,8,0.01670146
"277",-75.168,39.965,2490,326,"Elem/Middle","249","Laura W. Waring School","54th of 126","50th of 126","60th of 126","54th of 126",NA,2,0,0,0,4,0.01226994,259,0.79447853,36,0.11042945,24,0.07361963,0,0,3,0.00920245
"278",-75.212,39.962,1470,457,"Elementary School","147","Alain Locke School","88th of 126","116th of 126","20th of 126","121st of 126",NA,39,113,1,0.00218818,29,0.06345733,368,0.80525164,12,0.02625821,40,0.08752735,0,0,7,0.01531729
"279",-75.194,39.96,1390,259,"Elementary School","139","Samuel Powel School","2nd of 61","City Leader","2nd of 61","17th of 62",NA,3,20,1,0.003861,14,0.05405405,182,0.7027027,6,0.02316602,30,0.11583012,0,0,26,0.1003861
"280",-75.154,39.937,2590,335,"Elem/Middle","259","George W. Nebinger School","41st of 126","48th of 126","38th of 126","44th of 126",NA,21,37,2,0.00597015,37,0.11044776,176,0.52537313,76,0.22686567,29,0.08656716,1,0.00298507,14,0.04179104
"281",-75.156,39.917,2690,420,"Elem/Middle","269","John H. Taggart School","63rd of 126","73rd of 126","46th of 126","66th of 126",NA,6,20,0,0,207,0.49285714,83,0.19761905,41,0.09761905,43,0.10238095,0,0,46,0.10952381
"282",-75.139,39.993,5170,753,"Elem/Middle","517","Julia de Burgos School","76th of 126","84th of 126","33rd of 126","104th of 126",NA,45,199,0,0,4,0.00531208,86,0.11420983,633,0.84063745,24,0.03187251,0,0,6,0.00796813
"283",-74.977,40.08,8390,877,"Elem/Middle","839","A.L. Fitzpatrick School","76th of 126","28th of 126","114th of 126","54th of 126",NA,42,54,1,0.00114025,40,0.04561003,153,0.17445838,91,0.10376283,86,0.09806157,0,0,506,0.57696693
"284",-75.114,40,5530,723,"Elementary School","553","Philip H. Sheridan School","50th of 61","52nd of 61","26th of 61","59th of 62",NA,11,101,2,0.00276625,9,0.01244813,174,0.2406639,466,0.64453665,55,0.07607192,0,0,17,0.02351314
"285",-75.18,39.981,4560,431,"Elem/Middle","456","William D. Kelley School","116th of 126","113rd of 126","95th of 126","126th of 126",NA,12,109,0,0,0,0,405,0.93967517,10,0.02320186,13,0.03016241,0,0,3,0.00696056
"286",-75.246,39.982,4370,233,"Elementary School","437","Overbrook School","48th of 61","33rd of 61","57th of 61","35th of 62",NA,3,7,1,0.00429185,0,0,215,0.92274678,4,0.01716738,12,0.05150215,0,0,1,0.00429185
"287",-75.239,39.964,1200,836,"Elem/Middle","120","John Barry School","63rd of 126","119th of 126","11th of 126","113rd of 126",NA,47,125,0,0,1,0.00119617,821,0.98205742,2,0.00239234,10,0.01196172,0,0,2,0.00239234
"288",-74.974,40.083,8040,603,"High School","804","Arts Academy at Benjamin Rush","6th of 71","7th of 70","7th of 71","7th of 72","9th of 70",5,6,2,0.00331675,35,0.05804312,126,0.20895522,83,0.13764511,26,0.04311774,0,0,331,0.54892206
"289",-75.12,40.02,7200,838,"Elementary School","720","Clara Barton School",NA,NA,NA,"30th of 62",NA,15,16,1,0.00119332,42,0.05011933,207,0.24701671,495,0.59069212,81,0.09665871,0,0,12,0.01431981
"290",-75.154,39.985,5050,306,"High School","505","Philadelphia Military Academy","12th of 71","21st of 70","4th of 71","18th of 72","22nd of 70",13,6,0,0,12,0.03921569,190,0.62091503,87,0.28431373,2,0.00653595,0,0,15,0.04901961
"291",-75.216,39.964,1580,252,"Middle School","158","Middle Years Alternative School","17th of 33","12th of 33","12th of 33","18th of 33",NA,6,74,2,0.00793651,20,0.07936508,217,0.86111111,2,0.00793651,8,0.03174603,0,0,3,0.01190476
"292",-75.112,40.013,7150,1115,"Elem/Middle","715","Juniata Park Academy","16th of 126","44th of 126","8th of 126","49th of 126",NA,34,57,0,0,101,0.09058296,141,0.1264574,709,0.63587444,116,0.10403587,0,0,48,0.04304933
"293",-74.971,40.096,8420,1040,"Elem/Middle","842","Stephen Decatur School","24th of 126","20th of 126","37th of 126","29th of 126",NA,9,34,1,0.00096154,59,0.05673077,153,0.14711538,100,0.09615385,109,0.10480769,0,0,618,0.59423077
"294",-75.043,40.044,8010,1522,"High School","801","Abraham Lincoln High School","49th of 71","39th of 70","36th of 71","57th of 72","58th of 70",135,411,1,0.00065703,85,0.05584757,605,0.39750329,329,0.21616294,53,0.0348226,0,0,449,0.29500657
"295",-75.146,40.026,7100,498,"Elem/Middle","710","Jay Cooke School","119th of 126","88th of 126","124th of 126","106th of 126",NA,55,39,2,0.00401606,7,0.01405622,420,0.84337349,42,0.08433735,19,0.03815261,0,0,8,0.01606426
"296",-75.133,39.977,5520,503,"High School","552","Kensington High School for Creative and Performing Arts","49th of 71","61st of 70","50th of 71","42nd of 72","52nd of 70",27,19,1,0.00198807,8,0.01590457,140,0.27833002,307,0.61033797,1,0.00198807,0,0,46,0.09145129
"297",-75.162,39.94,2620,858,"High School","262","Academy at Palumbo","15th of 71","8th of 70","40th of 71","5th of 72","13th of 70",8,7,3,0.0034965,219,0.25524476,407,0.47435897,71,0.08275058,29,0.03379953,0,0,129,0.15034965
"298",-75.239,40.052,6380,520,"Elem/Middle","638","Shawmont School","44th of 126","20th of 126","80th of 126","40th of 126",NA,14,30,0,0,11,0.02115385,198,0.38076923,22,0.04230769,41,0.07884615,0,0,248,0.47692308
"299",-75.097,39.985,5430,405,"Middle School","543","Alternative Middle Years at James Martin","16th of 33","10th of 33","12th of 33","15th of 33",NA,18,39,1,0.00246914,11,0.02716049,84,0.20740741,98,0.24197531,30,0.07407407,0,0,181,0.44691358
"300",-75.127,39.981,5300,325,"Elementary School","530","Horatio B. Hackett School","17th of 61","7th of 61","32nd of 61","19th of 62",NA,11,4,0,0,4,0.01230769,29,0.08923077,50,0.15384615,41,0.12615385,0,0,201,0.61846154
"301",-75.239,39.958,1100,539,"High School","110","William L. Sayre High School","61st of 71","66th of 70","43rd of 71","69th of 72","64th of 70",59,172,0,0,1,0.00185529,520,0.96474954,7,0.01298701,5,0.00927644,0,0,6,0.01113173
"302",-75.227,39.953,1330,562,"Elem/Middle","133","Samuel B. Huey School","97th of 126","119th of 126","42nd of 126","121st of 126",NA,29,202,0,0,0,0,538,0.95729537,3,0.00533808,18,0.03202847,0,0,3,0.00533808
"303",-75.248,39.907,1190,295,"High School","119","Motivation High School","24th of 71","21st of 70","28th of 71","29th of 72","13th of 70",16,25,2,0.00677966,9,0.03050847,270,0.91525424,3,0.01016949,5,0.01694915,1,0.00338983,5,0.01694915
"304",-75.175,40.081,6310,455,"Elementary School","631","John F. McCloskey School","29th of 126","34th of 126","33rd of 126","36th of 126",NA,4,10,0,0,0,0,433,0.95164835,5,0.01098901,14,0.03076923,0,0,3,0.00659341
"305",-75.19,40.037,6440,374,"Elem/Middle","644","Anna L. Lingelbach School","70th of 126","61st of 126","82nd of 126","48th of 126",NA,10,24,0,0,3,0.00802139,329,0.87967914,15,0.04010695,18,0.04812834,0,0,9,0.02406417
"306",-75.152,40.031,6300,269,"Elementary School","630","James Logan School","46th of 61","30th of 61","45th of 61","43rd of 62",NA,15,10,0,0,3,0.01115242,235,0.87360595,8,0.02973978,23,0.08550186,0,0,0,0
"307",-75.148,39.964,5480,435,"Elem/Middle","548","General Philip Kearny School","63rd of 126","63rd of 126","42nd of 126","82nd of 126",NA,5,126,0,0,3,0.00689655,356,0.8183908,24,0.05517241,26,0.05977011,0,0,26,0.05977011
"308",-75.132,39.987,5330,505,"Elem/Middle","533","William H. Hunter School","92nd of 126","94th of 126","75th of 126","85th of 126",NA,21,63,3,0.00594059,1,0.0019802,52,0.1029703,405,0.8019802,37,0.07326733,0,0,7,0.01386139
"309",-75.206,39.957,1050,277,"High School","105","Paul Robeson High School for Human Services","39th of 71","56th of 70","40th of 71","28th of 72","26th of 70",5,19,0,0,5,0.01805054,257,0.92779783,4,0.01444043,7,0.02527076,0,0,4,0.01444043
"310",-75.197,40.062,5070,221,"High School","507","Parkway Northwest High School","38th of 71","33rd of 70","39th of 71","34th of 72","24th of 70",35,11,2,0.00904977,1,0.00452489,212,0.95927602,4,0.01809955,1,0.00452489,0,0,1,0.00452489
"311",-75.207,40.023,6410,403,"Elem/Middle","641","Cook-Wissahickon School","44th of 126","16th of 126","84th of 126","41st of 126",NA,21,38,0,0,5,0.01240695,124,0.30769231,10,0.0248139,49,0.12158809,0,0,215,0.53349876
"312",-75.184,39.997,4440,581,"Tutoring","444","Dr. Ethel Allen School","102nd of 126","116th of 126","67th of 126","110th of 126",NA,39,101,0,0,0,0,544,0.9363167,18,0.03098107,11,0.01893287,0,0,8,0.01376936
"313",-75.181,39.984,4530,353,"Elem/Middle","453","Edward Gideon School","112nd of 126","113rd of 126","108th of 126","109th of 126",NA,7,69,0,0,0,0,337,0.95467422,6,0.01699717,10,0.02832861,0,0,0,0
"314",-75.216,39.965,5090,292,"High School","509","Parkway West High School","32nd of 71","25th of 70","22nd of 71","36th of 72","33rd of 70",12,63,0,0,1,0.00342466,280,0.95890411,4,0.01369863,2,0.00684932,0,0,5,0.01712329
"315",-75.234,39.922,1010,892,"High School","101","John Bartram High School","60th of 71","56th of 70","48th of 71","64th of 72","55th of 70",96,350,1,0.00112108,23,0.02578475,833,0.9338565,20,0.02242152,6,0.00672646,0,0,9,0.01008969
"316",-75.203,39.975,1030,613,"High School","103","High School of the Future","58th of 71","41st of 70","70th of 71","47th of 72","50th of 70",134,144,2,0.00326264,7,0.01141925,545,0.88907015,41,0.06688418,5,0.00815661,0,0,13,0.02120718
"317",-75.122,40.019,7500,545,"Middle School","750","Feltonville School of Arts and Sciences","28th of 33","22nd of 33","28th of 33","26th of 33",NA,21,211,0,0,26,0.04770642,136,0.24954128,343,0.6293578,30,0.05504587,0,0,10,0.01834862
"318",-75.253,40.062,6540,314,"High School","654","Lankenau High School","27th of 71","28th of 70","32nd of 71","24th of 72","11th of 70",11,9,0,0,1,0.00318471,298,0.94904459,8,0.02547771,5,0.01592357,0,0,2,0.00636943
"319",-75.169,40.059,6200,464,"Elem/Middle","620","Anna B. Day School","60th of 126","55th of 126","70th of 126","58th of 126",NA,13,14,0,0,0,0,434,0.93534483,5,0.01077586,21,0.04525862,0,0,4,0.00862069
"320",-75.073,40.037,8350,1395,"Elem/Middle","835","Gilbert Spruance School","82nd of 126","55th of 126","110th of 126","44th of 126",NA,30,52,3,0.00215054,188,0.13476703,540,0.38709677,388,0.2781362,139,0.09964158,1,0.00071685,136,0.09749104
"321",-75.121,40.02,7310,708,"Elementary School","731","Feltonville Intermediate School","33rd of 61","33rd of 61","29th of 61","31st of 62",NA,14,53,0,0,33,0.04661017,173,0.24435028,430,0.60734463,50,0.07062147,0,0,22,0.03107345
"322",-75.135,40.018,5490,437,"Elementary School","549","Cayuga School","38th of 61","57th of 61","19th of 61","48th of 62",NA,19,31,2,0.00457666,3,0.00686499,130,0.29748284,266,0.60869565,28,0.06407323,0,0,8,0.01830664
"323",-75.148,40.004,7510,753,"Elem/Middle","751","Mary M. Bethune School","92nd of 126","104th of 126","60th of 126","95th of 126",NA,11,46,0,0,4,0.00531208,516,0.68525896,192,0.25498008,36,0.04780876,0,0,5,0.00664011
"324",-75.238,39.993,4280,364,"Elementary School","428","Samuel Gompers School","48th of 61","38th of 61","43rd of 61","40th of 62",NA,22,36,0,0,4,0.01098901,290,0.7967033,9,0.02472527,46,0.12637363,0,0,15,0.04120879
"325",-75.128,39.987,5210,575,"Elementary School","521","Henry A. Brown School","82nd of 126","67th of 126","75th of 126","70th of 126",NA,14,24,2,0.00347826,92,0.16,76,0.13217391,271,0.47130435,54,0.09391304,0,0,80,0.13913043
"326",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","56th of 71","46th of 70","68th of 71","51st of 72","40th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","56th of 71","46th of 70","68th of 71","51st of 72","40th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","56th of 71","46th of 70","68th of 71","51st of 72","40th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","56th of 71","46th of 70","68th of 71","51st of 72","40th of 70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","47th of 126","28th of 126","86th of 126","32nd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","47th of 126","28th of 126","86th of 126","32nd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","47th of 126","28th of 126","86th of 126","32nd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",-75.097,40.048,3404,NA,"High School","X04","Tacony Academy Charter School","47th of 126","28th of 126","86th of 126","32nd of 126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",-75.127,39.985,5510,366,"High School","551","Kensington International Business, Finance, and Entrepreneurship HS","66th of 71","61st of 70","59th of 71","66th of 72","68th of 70",35,98,0,0,5,0.0136612,134,0.36612022,182,0.49726776,4,0.01092896,0,0,41,0.11202186
"335",-75.127,39.984,5600,351,"High School","560","Kensington Urban Education Academy","66th of 71","46th of 70","68th of 71","66th of 72","59th of 70",39,86,1,0.002849,4,0.01139601,133,0.37891738,189,0.53846154,3,0.00854701,0,0,21,0.05982906
"336",-75.267,39.976,4320,195,"High School","432","Robert E. Lamberton School","60th of 126","81st of 126","46th of 126","60th of 126",NA,46,62,1,0.0019305,4,0.00772201,470,0.90733591,20,0.03861004,22,0.04247104,0,0,1,0.0019305
"337",-75.267,39.976,4320,195,"High School","432","Robert E. Lamberton School","60th of 126","81st of 126","46th of 126","60th of 126",NA,46,62,1,0.0019305,4,0.00772201,470,0.90733591,20,0.03861004,22,0.04247104,0,0,1,0.0019305
"338",-75.219,39.955,8560,154,"High School","856","The Workshop School",NA,NA,NA,"48th of 72",NA,5,16,0,0,1,0.00649351,141,0.91558442,5,0.03246753,6,0.03896104,0,0,1,0.00649351
